Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
226,76,20250130,167,6,984,56.93,82.57,844.5
731,76,20250130,725,18,341,30.81,25.05,285.14
433,76,20250130,453,12,598,27.94,65.76,504.3
76,76,20250130,375,9,949,77.22,101.09,770.69
603,76,20250130,988,5,359,27.73,31.37,299.9
554,76,20250130,980,13,267,36.3,38.18,192.52
644,76,20250130,16,6,488,24.95,37.27,425.78
218,76,20250130,923,8,449,65.97,24.53,358.5
342,76,20250130,615,3,973,37.28,77.17,858.55
462,76,20250130,705,19,429,54.89,30.9,343.21000000000004
376,76,20250130,711,20,796,108.63,119.21,568.1600000000001
338,76,20250130,545,3,210,14.75,23.53,171.72
7,76,20250130,684,8,888,112.98,86.28,688.74
631,76,20250130,780,18,471,69.57,52.66,348.77
323,76,20250130,445,11,601,74.97,61.01,465.02
269,76,20250130,365,19,609,73.41,33.78,501.81
960,76,20250130,892,14,561,47.29,40.38,473.33
17,76,20250130,910,13,624,23.82,53.78,546.4
190,76,20250130,449,8,485,57.08,64.55,363.37
404,76,20250130,23,10,503,13.04,43.72,446.24
647,76,20250130,903,9,850,57.89,46.05,746.06
174,76,20250130,487,3,733,54.85,92.28,585.87
766,76,20250130,634,15,409,60.36,33.44,315.2
684,76,20250130,633,8,472,12.72,44.09,415.19
935,76,20250130,952,16,970,27.39,51.32,891.29
655,76,20250130,356,17,390,35.75,25.49,328.76
808,76,20250130,574,8,905,112.08,49.28,743.64
222,76,20250130,292,15,249,34.2,27.49,187.31
875,76,20250130,270,3,794,63.57,45.48,684.95
644,76,20250130,511,17,766,43.73,57.41,664.86
428,76,20250130,646,7,512,34.51,76.4,401.09000000000003
68,76,20250130,428,9,293,43.73,33.5,215.77
869,76,20250130,129,15,207,17.59,14.45,174.96
166,76,20250130,890,7,379,55.99,31.45,291.56
548,76,20250130,158,16,999,97.5,126.53,774.97
348,76,20250130,634,15,856,121.88,71.57,662.55
19,76,20250130,885,3,705,33.81,84.59,586.6
81,76,20250130,216,7,783,89.88,65.4,627.72
283,76,20250130,456,10,840,37.94,67.49,734.57
93,76,20250130,667,8,260,13.52,38.21,208.26999999999998
544,76,20250130,219,18,987,24.39,119.09,843.52
312,76,20250130,767,19,680,75.96,45.09,558.95
251,76,20250130,191,11,882,32.46,113.55,735.99
436,76,20250130,272,17,326,36.54,21.29,268.17
676,76,20250130,229,5,183,18.12,18.87,146.01
191,76,20250130,209,10,407,44.53,27.63,334.84000000000003
391,76,20250130,771,1,368,8.94,31.32,327.74
24,76,20250130,323,8,280,32.88,16.97,230.15
374,76,20250130,39,4,646,55.12,62.03,528.85
623,76,20250130,929,19,976,122.01,114.02,739.97
836,76,20250130,661,9,872,125.94,61.19,684.87
994,76,20250130,256,18,670,18.65,89.53,561.8199999999999
