Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
159,60,20250130,273,12,154,8.68,17.05,128.27
374,60,20250130,560,11,738,48.09,52.75,637.16
877,60,20250130,920,15,834,42.63,122.17,669.2
815,60,20250130,487,18,977,132.08,123.45,721.47
998,60,20250130,591,14,872,81.7,128.28,662.02
920,60,20250130,853,19,404,50.11,51.17,302.72
117,60,20250130,281,11,376,38.03,25.4,312.57
245,60,20250130,342,4,663,39.36,92.34,531.3
330,60,20250130,317,13,719,24.04,68.47,626.49
133,60,20250130,31,20,273,12.06,38.99,221.95
501,60,20250130,896,17,166,3.55,18.97,143.48
40,60,20250130,664,19,710,84.42,101.22,524.36
278,60,20250130,21,12,472,26.58,45.94,399.48
260,60,20250130,825,10,262,11.34,14.44,236.22
266,60,20250130,871,12,590,35.68,30.86,523.46
184,60,20250130,801,18,702,19.06,96.22,586.72
180,60,20250130,953,3,128,15.98,6.93,105.09
111,60,20250130,863,20,987,115.98,100.58,770.44
909,60,20250130,443,12,745,55.61,42.98,646.41
21,60,20250130,634,20,612,60.48,77.82,473.70000000000005
430,60,20250130,953,10,123,5.07,17.44,100.49
712,60,20250130,59,11,918,77.12,70.26,770.62
651,60,20250130,785,3,921,118.03,97.07,705.9
675,60,20250130,65,6,595,40.2,39.91,514.89
76,60,20250130,507,7,503,33.17,70.75,399.08
299,60,20250130,198,6,622,61.37,62.85,497.78
176,60,20250130,465,17,421,59.88,53.29,307.83
144,60,20250130,507,13,106,8.85,12.67,84.48
712,60,20250130,510,3,837,58.94,71.06,707.0
104,60,20250130,810,4,553,72.17,78.77,402.06
303,60,20250130,657,15,605,19.32,56.98,528.7
47,60,20250130,129,16,985,138.84,57.89,788.27
402,60,20250130,684,1,969,106.14,130.79,732.0699999999999
365,60,20250130,882,15,450,11.72,38.97,399.31
551,60,20250130,82,4,181,15.14,26.51,139.35
248,60,20250130,870,14,934,87.05,78.62,768.3299999999999
242,60,20250130,995,1,415,16.05,32.04,366.90999999999997
5,60,20250130,248,1,308,39.41,20.97,247.62
77,60,20250130,705,11,682,29.19,82.32,570.49
580,60,20250130,640,5,174,25.57,24.01,124.42
99,60,20250130,308,5,603,36.06,37.19,529.75
343,60,20250130,605,19,991,53.06,142.42,795.52
129,60,20250130,873,6,936,42.48,64.63,828.89
736,60,20250130,2,20,758,26.5,104.48,627.02
192,60,20250130,395,20,115,10.39,11.97,92.64
916,60,20250130,694,11,300,11.03,28.84,260.13
337,60,20250130,810,3,771,86.84,72.69,611.47
915,60,20250130,520,16,130,6.94,8.39,114.67
616,60,20250130,125,3,686,20.81,67.93,597.26
582,60,20250130,525,19,315,7.9,30.59,276.51
262,60,20250130,2,19,571,60.37,44.43,466.2
103,60,20250130,289,18,386,8.93,38.47,338.6
655,60,20250130,118,12,134,4.68,19.56,109.76
419,60,20250130,712,5,921,24.66,51.03,845.31
167,60,20250130,341,16,486,28.62,43.21,414.17
288,60,20250130,228,15,893,102.24,106.3,684.46
575,60,20250130,245,8,751,56.93,90.51,603.56
283,60,20250130,687,3,240,20.66,17.4,201.94
622,60,20250130,878,6,761,66.96,77.57,616.47
710,60,20250130,757,7,800,90.62,74.03,635.35
238,60,20250130,991,8,987,20.27,66.67,900.06
119,60,20250130,376,1,762,75.33,97.32,589.35
107,60,20250130,160,16,797,60.74,56.78,679.48
328,60,20250130,173,18,989,147.91,144.17,696.9200000000001
343,60,20250130,178,15,455,39.79,41.03,374.18
664,60,20250130,303,9,558,56.02,38.73,463.25
678,60,20250130,105,4,437,38.25,46.27,352.48
144,60,20250130,780,15,537,67.12,38.42,431.46
654,60,20250130,607,14,260,35.61,34.1,190.29
