Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
248,37,20250130,63,1,803,109.85,115.25,577.9
505,37,20250130,658,11,756,65.04,95.69,595.27
659,37,20250130,751,2,697,46.53,81.78,568.69
429,37,20250130,197,5,268,27.14,36.01,204.85
974,37,20250130,814,20,909,63.58,120.68,724.74
522,37,20250130,849,11,559,40.86,45.54,472.6
913,37,20250130,851,18,815,44.11,75.01,695.88
272,37,20250130,857,3,658,18.62,72.19,567.19
581,37,20250130,429,16,448,32.17,64.16,351.67
47,37,20250130,30,5,985,73.01,105.25,806.74
512,37,20250130,484,1,202,25.23,25.02,151.75
224,37,20250130,618,3,781,51.93,49.72,679.35
932,37,20250130,156,7,421,57.12,39.05,324.83000000000004
562,37,20250130,230,8,501,51.49,68.11,381.4
990,37,20250130,92,8,419,40.75,30.89,347.36
724,37,20250130,74,1,545,67.22,37.95,439.83
217,37,20250130,149,5,517,52.05,37.88,427.07
815,37,20250130,178,1,673,74.88,70.84,527.28
240,37,20250130,591,11,702,101.03,54.23,546.74
864,37,20250130,623,11,230,21.09,28.05,180.86
443,37,20250130,506,2,496,57.57,33.11,405.32
239,37,20250130,423,9,668,84.56,37.67,545.77
207,37,20250130,923,20,794,44.8,89.83,659.37
146,37,20250130,246,10,141,21.1,14.22,105.68
928,37,20250130,772,17,258,31.99,37.23,188.78
356,37,20250130,347,3,682,45.28,95.08,541.64
647,37,20250130,266,14,751,90.14,69.26,591.6
608,37,20250130,496,7,959,74.14,93.88,790.98
276,37,20250130,499,14,948,132.34,49.97,765.69
444,37,20250130,976,17,975,81.83,97.29,795.88
87,37,20250130,178,6,483,30.62,71.24,381.14
430,37,20250130,770,7,165,5.19,16.37,143.44
124,37,20250130,407,4,460,63.2,68.42,328.38
211,37,20250130,693,7,234,28.29,33.7,172.01
559,37,20250130,646,18,593,45.44,72.17,475.39
657,37,20250130,49,6,270,23.12,37.44,209.44
452,37,20250130,448,12,697,26.95,88.03,582.02
390,37,20250130,676,9,879,98.51,105.92,674.5699999999999
615,37,20250130,149,20,695,44.25,92.81,557.94
136,37,20250130,889,20,583,79.75,35.05,468.2
19,37,20250130,87,20,649,19.93,54.04,575.03
871,37,20250130,381,7,173,10.58,19.35,143.07
707,37,20250130,245,4,394,33.74,31.36,328.9
498,37,20250130,683,9,883,120.32,126.15,636.53
649,37,20250130,645,17,610,61.73,42.16,506.11
642,37,20250130,558,5,258,11.38,35.91,210.71
596,37,20250130,951,8,744,92.73,52.45,598.8199999999999
970,37,20250130,70,4,844,120.26,47.02,676.72
510,37,20250130,866,1,363,19.44,39.63,303.93
934,37,20250130,783,3,760,87.09,58.33,614.5799999999999
178,37,20250130,138,6,942,67.06,132.45,742.49
562,37,20250130,961,19,510,63.58,51.84,394.58
798,37,20250130,241,11,785,18.35,91.61,675.04
263,37,20250130,576,9,414,20.93,43.54,349.53
889,37,20250130,290,7,824,33.03,100.96,690.01
930,37,20250130,685,3,363,34.09,51.21,277.7
419,37,20250130,1,11,872,36.43,84.31,751.26
87,37,20250130,737,2,351,43.31,22.62,285.07
858,37,20250130,333,19,554,19.63,32.28,502.09000000000003
311,37,20250130,909,17,689,58.28,62.34,568.38
494,37,20250130,811,1,771,85.23,110.39,575.38
330,37,20250130,236,14,667,49.05,78.51,539.44
645,37,20250130,408,4,609,61.59,31.49,515.92
867,37,20250130,694,14,771,74.22,112.78,584.0
388,37,20250130,810,19,559,63.46,40.78,454.76
402,37,20250130,460,5,599,39.92,62.23,496.85
258,37,20250130,937,6,483,14.28,38.32,430.4
512,37,20250130,429,13,404,25.26,58.61,320.13
235,37,20250130,324,3,898,21.5,78.05,798.45
143,37,20250130,727,2,448,21.17,26.63,400.2
687,37,20250130,226,10,534,74.65,44.05,415.3
153,37,20250130,592,19,907,41.65,57.1,808.25
673,37,20250130,833,7,705,71.11,77.13,556.76
777,37,20250130,453,16,216,30.25,28.61,157.14
112,37,20250130,894,8,230,12.32,31.94,185.74
513,37,20250130,516,20,900,30.15,57.4,812.45
2,37,20250130,472,3,477,65.67,64.34,346.99
91,37,20250130,526,7,949,94.19,118.93,735.88
151,37,20250130,33,14,473,68.96,66.34,337.7
218,37,20250130,321,1,836,39.12,67.77,729.11
422,37,20250130,826,8,942,22.69,118.9,800.41
369,37,20250130,533,16,119,4.91,17.59,96.5
710,37,20250130,784,7,296,30.81,19.97,245.22
440,37,20250130,679,12,707,91.31,42.99,572.7
876,37,20250130,519,4,998,93.13,121.57,783.3
22,37,20250130,439,10,354,15.52,29.61,308.87
975,37,20250130,354,18,650,96.91,94.27,458.82
993,37,20250130,425,5,517,52.11,62.33,402.56
125,37,20250130,973,2,355,11.92,35.9,307.18
513,37,20250130,414,19,822,114.27,43.65,664.08
983,37,20250130,508,7,616,77.15,92.07,446.78
522,37,20250130,866,2,522,42.69,31.45,447.86
605,37,20250130,916,10,573,13.69,74.7,484.61
450,37,20250130,29,17,282,17.81,16.16,248.03
275,37,20250130,820,8,563,57.1,81.7,424.2
790,37,20250130,326,10,514,15.24,58.18,440.58
212,37,20250130,886,16,707,55.76,67.04,584.2
792,37,20250130,854,19,373,38.66,53.86,280.48
316,37,20250130,584,1,898,26.57,93.55,777.88
967,37,20250130,18,4,572,55.35,66.42,450.23
370,37,20250130,12,13,297,18.59,16.71,261.7
814,37,20250130,250,18,504,60.08,34.41,409.51
257,37,20250130,639,14,756,73.9,73.96,608.14
866,37,20250130,321,15,101,2.63,11.22,87.15
941,37,20250130,298,12,274,28.75,32.78,212.47
879,37,20250130,444,8,996,44.38,72.71,878.91
957,37,20250130,328,6,307,40.7,41.39,224.91
535,37,20250130,231,16,495,52.41,42.12,400.47
514,37,20250130,937,17,256,11.45,15.75,228.8
255,37,20250130,817,5,300,32.05,28.23,239.72
258,37,20250130,812,6,671,30.23,76.51,564.26
11,37,20250130,436,9,595,64.84,58.84,471.32
417,37,20250130,845,7,269,26.92,22.24,219.84
430,37,20250130,988,18,334,17.33,28.45,288.22
109,37,20250130,440,11,163,22.24,23.48,117.28
495,37,20250130,901,8,273,15.72,32.18,225.1
542,37,20250130,435,12,604,49.74,43.87,510.39
948,37,20250130,891,9,451,28.62,34.45,387.93
729,37,20250130,262,1,636,25.69,75.97,534.34
51,37,20250130,380,19,244,13.48,25.56,204.96
408,37,20250130,682,16,456,55.44,45.61,354.95
39,37,20250130,918,7,780,96.31,68.85,614.84
883,37,20250130,127,15,227,24.41,21.15,181.44
594,37,20250130,43,12,778,90.06,57.65,630.29
380,37,20250130,879,4,475,70.34,29.13,375.53
706,37,20250130,949,17,735,81.37,52.34,601.29
789,37,20250130,704,15,445,46.83,25.91,372.26
552,37,20250130,59,16,258,6.23,18.78,232.99
621,37,20250130,625,19,955,45.53,87.28,822.19
549,37,20250130,614,18,964,68.97,60.48,834.55
221,37,20250130,341,2,821,82.94,43.01,695.05
112,37,20250130,949,5,913,81.93,58.13,772.94
456,37,20250130,899,1,870,101.23,43.58,725.19
301,37,20250130,508,16,820,39.98,46.89,733.13
473,37,20250130,674,3,860,36.32,78.37,745.31
561,37,20250130,712,1,160,20.48,10.38,129.14
588,37,20250130,237,7,374,34.05,30.15,309.8
317,37,20250130,745,19,658,61.44,65.78,530.78
990,37,20250130,584,9,704,44.55,85.09,574.36
469,37,20250130,461,4,219,6.55,18.99,193.46
460,37,20250130,241,16,404,49.84,23.96,330.2
835,37,20250130,76,17,316,12.45,46.24,257.31
319,37,20250130,849,19,295,12.01,40.08,242.91
684,37,20250130,229,6,263,20.4,28.53,214.07
666,37,20250130,929,10,922,49.37,89.6,783.03
342,37,20250130,984,8,493,61.93,73.01,358.06
742,37,20250130,530,1,864,29.04,102.52,732.44
383,37,20250130,137,10,245,27.91,24.32,192.76999999999998
976,37,20250130,547,11,979,94.63,66.23,818.14
85,37,20250130,109,4,545,63.08,53.59,428.33
748,37,20250130,800,7,825,28.34,88.3,708.36
715,37,20250130,131,5,945,134.3,86.7,724.0
745,37,20250130,986,14,816,117.37,80.72,617.91
327,37,20250130,384,12,447,44.77,42.33,359.9
483,37,20250130,414,15,509,32.0,56.49,420.51
217,37,20250130,24,11,401,43.01,46.03,311.96000000000004
15,37,20250130,652,19,936,44.03,67.74,824.23
157,37,20250130,441,1,632,57.14,84.8,490.06
971,37,20250130,644,20,111,3.78,9.9,97.32
780,37,20250130,233,17,812,67.03,95.57,649.4
999,37,20250130,519,16,642,94.75,56.17,491.08
153,37,20250130,529,6,118,12.48,9.05,96.47
847,37,20250130,258,8,204,18.35,18.74,166.91
67,37,20250130,170,3,546,61.88,77.26,406.86
68,37,20250130,564,1,284,36.74,22.98,224.28
710,37,20250130,630,13,803,40.58,71.27,691.15
97,37,20250130,764,8,700,48.6,48.96,602.44
350,37,20250130,360,15,799,88.58,49.69,660.73
973,37,20250130,767,6,812,70.8,75.52,665.6800000000001
561,37,20250130,310,11,872,54.02,97.53,720.45
566,37,20250130,962,13,591,12.99,60.4,517.61
888,37,20250130,570,17,846,91.25,70.68,684.0699999999999
916,37,20250130,55,16,884,100.11,127.11,656.78
416,37,20250130,206,12,989,125.76,100.44,762.8
809,37,20250130,404,18,762,93.64,105.78,562.5799999999999
19,37,20250130,891,7,252,32.81,23.6,195.59
239,37,20250130,308,18,438,16.32,64.32,357.36
245,37,20250130,237,18,226,28.8,29.59,167.61
678,37,20250130,410,10,755,77.02,97.26,580.72
35,37,20250130,36,10,648,92.03,67.12,488.85
177,37,20250130,321,14,285,33.13,30.11,221.76
153,37,20250130,779,13,261,25.44,14.4,221.16
59,37,20250130,429,8,809,65.0,108.61,635.39
700,37,20250130,616,18,109,15.75,14.63,78.62
874,37,20250130,129,8,132,11.02,13.75,107.23
627,37,20250130,573,20,620,16.36,59.78,543.86
782,37,20250130,870,8,566,56.05,80.81,429.14
8,37,20250130,909,17,743,47.63,48.38,646.99
909,37,20250130,812,16,745,92.99,65.25,586.76
798,37,20250130,482,15,817,88.74,111.88,616.38
35,37,20250130,362,6,745,79.47,41.48,624.05
916,37,20250130,854,11,501,17.56,66.78,416.65999999999997
557,37,20250130,982,13,717,47.24,60.0,609.76
619,37,20250130,327,1,438,60.88,60.25,316.87
5,37,20250130,953,10,777,22.06,63.88,691.06
334,37,20250130,436,8,733,59.02,79.41,594.5699999999999
571,37,20250130,982,13,860,54.55,64.86,740.59
313,37,20250130,184,14,501,14.38,66.58,420.04
951,37,20250130,499,13,312,40.65,46.72,224.63
792,37,20250130,783,18,589,83.07,72.24,433.69
639,37,20250130,885,19,579,35.92,67.56,475.52
798,37,20250130,210,13,780,57.56,62.75,659.69
556,37,20250130,853,2,490,41.29,60.83,387.88
995,37,20250130,112,2,137,12.96,11.07,112.97
445,37,20250130,601,18,885,55.91,46.53,782.56
339,37,20250130,585,1,169,4.21,14.5,150.29
975,37,20250130,521,2,487,59.59,58.89,368.52
26,37,20250130,850,15,110,8.05,8.74,93.21000000000001
780,37,20250130,206,19,758,65.33,111.7,580.97
654,37,20250130,935,9,119,10.8,13.53,94.67
465,37,20250130,604,18,563,35.16,79.27,448.57
815,37,20250130,569,18,852,125.99,81.99,644.02
235,37,20250130,784,3,786,20.57,47.42,718.01
393,37,20250130,516,20,121,11.46,11.19,98.35
597,37,20250130,611,6,379,36.83,44.18,297.99
480,37,20250130,788,1,225,6.01,27.68,191.31
728,37,20250130,353,5,557,81.71,72.59,402.7
115,37,20250130,274,3,992,56.52,120.5,814.98
109,37,20250130,365,4,959,40.25,53.98,864.77
982,37,20250130,993,3,113,16.6,15.22,81.18
507,37,20250130,773,18,262,20.49,27.13,214.38
625,37,20250130,498,20,591,30.92,67.8,492.28
360,37,20250130,847,17,206,23.69,10.51,171.8
136,37,20250130,431,5,291,22.55,42.21,226.24
341,37,20250130,963,20,565,33.15,52.67,479.18
520,37,20250130,478,1,798,67.61,106.93,623.46
735,37,20250130,110,3,996,103.32,93.56,799.12
95,37,20250130,797,2,131,14.45,15.27,101.28
450,37,20250130,111,6,621,83.73,72.99,464.28
291,37,20250130,306,20,283,10.96,38.77,233.26999999999998
607,37,20250130,935,2,625,21.65,61.08,542.27
63,37,20250130,26,14,394,17.68,34.63,341.69
782,37,20250130,466,5,593,22.68,42.24,528.08
390,37,20250130,855,17,406,48.23,33.21,324.56
767,37,20250130,668,17,962,28.84,83.0,850.16
486,37,20250130,440,3,640,40.13,95.95,503.91999999999996
688,37,20250130,158,19,493,41.71,55.3,395.99
601,37,20250130,80,10,618,51.23,65.79,500.98
656,37,20250130,973,10,591,40.7,74.75,475.55
626,37,20250130,272,7,982,86.91,84.02,811.0699999999999
592,37,20250130,822,5,344,45.25,44.58,254.17000000000002
400,37,20250130,555,16,516,20.4,42.54,453.06
978,37,20250130,659,4,483,40.87,47.88,394.25
808,37,20250130,694,3,806,69.64,64.19,672.1700000000001
670,37,20250130,395,11,945,109.79,58.35,776.86
302,37,20250130,328,13,151,21.3,19.51,110.19
802,37,20250130,669,7,711,39.49,82.14,589.37
302,37,20250130,69,5,340,26.93,18.44,294.63
753,37,20250130,134,10,825,90.02,115.79,619.19
799,37,20250130,704,5,627,36.11,89.55,501.34000000000003
126,37,20250130,606,6,727,67.59,48.48,610.9300000000001
588,37,20250130,137,19,458,12.24,30.42,415.34
649,37,20250130,59,16,419,26.75,61.27,330.98
526,37,20250130,788,5,688,44.18,91.1,552.72
860,37,20250130,71,11,595,47.89,77.44,469.67
370,37,20250130,771,16,310,29.6,44.59,235.81
163,37,20250130,993,19,920,59.71,75.4,784.89
335,37,20250130,506,13,247,32.61,35.33,179.06
894,37,20250130,74,15,272,32.44,25.62,213.94
361,37,20250130,619,8,931,116.78,123.8,690.4200000000001
431,37,20250130,263,5,732,62.17,91.29,578.54
773,37,20250130,733,7,720,53.92,54.27,611.81
485,37,20250130,221,2,138,3.54,18.99,115.47
895,37,20250130,195,14,517,57.97,44.68,414.35
814,37,20250130,1000,10,810,31.26,52.4,726.34
604,37,20250130,339,14,771,86.2,65.1,619.7
27,37,20250130,679,8,924,53.36,127.88,742.76
893,37,20250130,611,11,950,119.57,111.87,718.56
251,37,20250130,658,5,868,37.11,91.24,739.65
34,37,20250130,43,11,286,30.88,40.46,214.66
689,37,20250130,613,14,303,30.3,37.87,234.82999999999998
460,37,20250130,268,6,704,46.15,101.13,556.72
290,37,20250130,916,18,177,25.42,10.63,140.95
311,37,20250130,661,18,428,17.11,47.97,362.92
969,37,20250130,820,20,691,26.44,88.12,576.44
957,37,20250130,364,11,132,9.21,19.79,103.0
28,37,20250130,629,8,497,74.21,33.93,388.86
112,37,20250130,566,8,952,115.14,106.49,730.37
818,37,20250130,279,11,386,19.46,49.55,316.99
181,37,20250130,222,5,219,15.03,15.32,188.65
568,37,20250130,358,1,473,34.59,31.92,406.49
524,37,20250130,200,12,337,8.94,37.3,290.76
846,37,20250130,207,15,582,19.99,65.79,496.22
500,37,20250130,201,2,766,72.43,92.3,601.27
528,37,20250130,800,20,547,75.11,35.1,436.78999999999996
403,37,20250130,704,13,986,51.1,139.17,795.73
139,37,20250130,626,18,785,51.37,104.79,628.84
416,37,20250130,191,1,851,92.84,113.86,644.3
744,37,20250130,204,13,357,41.6,51.46,263.94
516,37,20250130,690,8,341,28.3,40.22,272.48
858,37,20250130,970,5,891,109.44,60.24,721.3199999999999
655,37,20250130,667,17,732,84.38,65.07,582.55
253,37,20250130,210,9,444,42.08,23.16,378.76
588,37,20250130,387,10,930,124.81,106.96,698.23
820,37,20250130,49,3,479,37.74,26.07,415.19
561,37,20250130,724,10,870,64.16,52.92,752.92
107,37,20250130,975,19,947,126.26,62.34,758.4
308,37,20250130,268,18,816,87.68,86.04,642.28
13,37,20250130,279,7,204,29.13,20.46,154.41
945,37,20250130,686,8,547,63.0,63.29,420.71000000000004
216,37,20250130,794,8,665,32.82,84.38,547.8
385,37,20250130,211,10,517,57.61,34.45,424.94
753,37,20250130,883,1,464,52.8,66.6,344.6
917,37,20250130,2,1,167,21.62,20.95,124.43
83,37,20250130,20,10,208,4.55,15.14,188.31
49,37,20250130,247,1,344,32.75,48.82,262.43
681,37,20250130,141,11,480,31.36,55.89,392.75
750,37,20250130,794,12,999,38.01,90.57,870.4200000000001
35,37,20250130,742,9,110,6.11,6.56,97.33
113,37,20250130,474,16,375,55.21,22.0,297.78999999999996
787,37,20250130,609,5,319,21.86,31.12,266.02
591,37,20250130,594,3,653,24.64,59.98,568.38
474,37,20250130,761,3,357,10.34,37.38,309.28
802,37,20250130,717,5,375,14.87,42.4,317.73
617,37,20250130,326,9,374,11.11,26.86,336.03
941,37,20250130,892,6,172,6.7,23.34,141.96
901,37,20250130,468,2,623,68.74,61.41,492.85
898,37,20250130,889,14,394,53.34,42.02,298.64
375,37,20250130,600,10,852,67.39,105.51,679.1
808,37,20250130,470,7,298,16.93,17.74,263.33
585,37,20250130,259,10,475,55.12,28.73,391.15
693,37,20250130,876,1,760,101.7,110.96,547.34
853,37,20250130,295,14,332,35.77,43.08,253.15
260,37,20250130,173,12,261,20.4,32.67,207.93
546,37,20250130,714,13,329,35.65,43.49,249.86
185,37,20250130,610,12,104,6.92,5.96,91.12
665,37,20250130,735,14,931,136.37,110.13,684.5
96,37,20250130,277,2,616,36.01,59.48,520.51
680,37,20250130,141,11,532,68.54,48.49,414.97
435,37,20250130,438,6,249,9.95,37.23,201.82
262,37,20250130,213,1,227,29.1,12.88,185.01999999999998
758,37,20250130,476,11,394,45.74,46.92,301.34000000000003
48,37,20250130,533,2,770,60.25,79.59,630.16
235,37,20250130,210,5,415,19.42,27.5,368.08
114,37,20250130,995,4,364,17.2,49.34,297.46
347,37,20250130,389,3,572,21.53,74.88,475.59000000000003
472,37,20250130,543,4,207,5.66,24.52,176.82
680,37,20250130,132,15,359,19.08,40.2,299.72
202,37,20250130,160,6,794,16.49,110.43,667.08
758,37,20250130,231,16,166,21.43,19.9,124.67
820,37,20250130,345,4,861,105.68,65.63,689.69
597,37,20250130,337,4,503,27.19,58.11,417.7
757,37,20250130,737,2,771,23.71,77.34,669.95
529,37,20250130,866,1,567,56.81,33.07,477.12
195,37,20250130,140,14,812,73.01,61.44,677.55
