Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
485,40,20250130,930,9,578,68.79,47.84,461.37
613,40,20250130,902,20,172,7.14,14.12,150.74
242,40,20250130,262,4,561,17.09,72.53,471.38
214,40,20250130,717,4,454,38.98,26.94,388.08
518,40,20250130,993,19,223,31.94,12.38,178.68
310,40,20250130,181,20,611,79.69,63.76,467.55
54,40,20250130,205,2,667,41.15,72.78,553.0699999999999
122,40,20250130,113,6,645,30.45,71.94,542.61
367,40,20250130,467,4,563,27.39,83.15,452.46
16,40,20250130,176,7,675,20.33,79.99,574.6800000000001
781,40,20250130,638,4,735,44.11,77.2,613.69
325,40,20250130,820,10,915,43.89,104.16,766.95
906,40,20250130,969,4,344,22.17,44.24,277.59000000000003
567,40,20250130,427,2,1000,116.2,106.57,777.23
484,40,20250130,105,9,896,68.28,127.92,699.8
114,40,20250130,773,10,704,27.52,49.56,626.92
162,40,20250130,662,13,818,108.11,78.99,630.9
765,40,20250130,477,17,827,111.19,42.61,673.2
431,40,20250130,726,10,688,49.98,96.99,541.03
358,40,20250130,258,8,253,24.34,24.67,203.99
20,40,20250130,565,8,494,31.4,59.49,403.11
627,40,20250130,214,8,956,103.56,58.08,794.36
567,40,20250130,63,12,481,52.59,52.75,375.65999999999997
236,40,20250130,959,12,633,21.88,70.96,540.16
47,40,20250130,669,12,872,33.27,116.59,722.14
343,40,20250130,818,19,248,36.87,21.44,189.69
616,40,20250130,746,7,511,59.27,51.62,400.11
87,40,20250130,831,6,192,17.52,11.34,163.14
400,40,20250130,95,16,974,113.51,91.41,769.0799999999999
604,40,20250130,414,9,511,62.67,42.63,405.7
872,40,20250130,59,6,989,140.27,134.14,714.59
708,40,20250130,994,3,170,11.86,24.82,133.32
273,40,20250130,246,13,706,88.47,43.83,573.7
693,40,20250130,990,20,686,75.82,102.57,507.61
457,40,20250130,816,1,435,10.54,57.87,366.59000000000003
817,40,20250130,211,2,983,107.55,85.6,789.85
526,40,20250130,95,8,757,56.84,113.55,586.61
610,40,20250130,115,4,777,109.6,41.4,626.0
15,40,20250130,427,16,915,35.07,67.32,812.61
393,40,20250130,112,10,495,23.91,49.04,422.05
519,40,20250130,326,1,310,28.56,34.32,247.12
415,40,20250130,97,9,682,16.09,38.74,627.17
619,40,20250130,748,6,231,8.33,24.86,197.81
99,40,20250130,213,12,710,69.14,105.9,534.96
792,40,20250130,295,13,133,15.15,11.63,106.22
968,40,20250130,152,17,897,50.16,101.71,745.13
427,40,20250130,117,19,174,16.17,18.0,139.82999999999998
342,40,20250130,622,14,550,82.34,28.43,439.23
411,40,20250130,903,13,641,67.4,81.44,492.15999999999997
158,40,20250130,828,6,243,23.7,21.2,198.1
671,40,20250130,695,19,160,8.4,11.09,140.51
455,40,20250130,776,18,701,48.87,77.74,574.39
397,40,20250130,468,14,326,26.7,38.12,261.18
893,40,20250130,268,5,232,32.58,28.45,170.97
323,40,20250130,487,8,221,16.11,12.27,192.62
1,40,20250130,750,18,173,19.78,15.56,137.66
93,40,20250130,989,3,670,93.28,98.62,478.1
551,40,20250130,855,3,367,17.82,39.7,309.48
471,40,20250130,216,16,551,28.44,71.18,451.38
780,40,20250130,415,10,488,66.59,67.51,353.9
24,40,20250130,965,8,767,107.52,93.12,566.36
109,40,20250130,137,10,362,44.13,33.26,284.61
836,40,20250130,9,11,482,49.94,54.58,377.48
951,40,20250130,52,5,811,36.12,87.92,686.96
974,40,20250130,913,18,637,39.67,75.15,522.18
78,40,20250130,658,5,383,39.68,54.63,288.69
234,40,20250130,381,8,158,12.77,17.82,127.41
873,40,20250130,3,2,719,21.45,74.35,623.2
188,40,20250130,830,11,645,53.26,73.49,518.25
776,40,20250130,288,16,554,77.6,73.98,402.42
319,40,20250130,221,2,315,14.59,32.0,268.40999999999997
713,40,20250130,655,15,160,11.61,18.66,129.73
801,40,20250130,636,10,144,16.9,21.24,105.86
540,40,20250130,453,5,323,28.31,26.81,267.88
497,40,20250130,978,15,135,11.76,18.27,104.97
335,40,20250130,849,7,498,14.36,35.9,447.74
233,40,20250130,617,18,654,72.58,59.23,522.19
526,40,20250130,623,20,747,22.03,108.55,616.4200000000001
601,40,20250130,149,17,759,26.21,47.79,685.0
698,40,20250130,404,6,301,43.18,44.17,213.65
277,40,20250130,441,1,973,115.95,65.44,791.61
573,40,20250130,867,14,736,28.63,56.47,650.9
345,40,20250130,607,9,991,45.03,143.6,802.37
670,40,20250130,632,4,313,15.44,28.21,269.35
340,40,20250130,492,3,358,20.93,32.04,305.03
973,40,20250130,393,6,416,31.08,51.95,332.97
261,40,20250130,251,17,203,10.17,29.17,163.66
554,40,20250130,512,4,625,80.94,78.19,465.87
27,40,20250130,483,5,652,33.39,73.96,544.65
46,40,20250130,959,8,342,14.21,46.26,281.53
875,40,20250130,112,9,883,38.41,121.74,722.85
285,40,20250130,938,17,158,5.59,9.0,143.41
344,40,20250130,156,7,218,21.95,28.22,167.82999999999998
68,40,20250130,76,10,364,14.59,47.84,301.57
324,40,20250130,28,15,454,11.12,29.57,413.31
518,40,20250130,407,3,902,100.29,128.74,672.97
267,40,20250130,676,8,681,51.55,40.18,589.27
348,40,20250130,576,20,971,109.48,60.43,801.09
412,40,20250130,354,18,861,126.06,86.14,648.8
970,40,20250130,223,14,423,18.87,21.41,382.72
810,40,20250130,319,4,113,8.28,7.66,97.06
890,40,20250130,622,14,562,35.29,40.22,486.49
628,40,20250130,461,7,263,33.03,37.73,192.24
838,40,20250130,554,11,359,50.43,31.56,277.01
358,40,20250130,503,5,425,50.63,23.38,350.99
304,40,20250130,786,5,940,24.0,88.75,827.25
548,40,20250130,734,12,561,47.14,53.57,460.28999999999996
474,40,20250130,704,11,885,39.43,72.57,773.0
934,40,20250130,266,5,886,37.5,124.08,724.4200000000001
181,40,20250130,141,15,843,112.22,58.69,672.09
959,40,20250130,804,6,929,118.99,89.05,720.96
136,40,20250130,780,16,261,38.17,16.63,206.2
273,40,20250130,227,14,313,26.69,40.2,246.11
238,40,20250130,752,8,167,19.05,23.81,124.14
104,40,20250130,98,1,204,4.11,14.18,185.71
121,40,20250130,463,19,502,67.02,55.6,379.38
514,40,20250130,965,12,552,55.98,58.66,437.36
565,40,20250130,742,20,517,42.98,38.83,435.19
934,40,20250130,482,9,828,65.74,44.2,718.06
380,40,20250130,734,19,948,135.27,73.6,739.13
203,40,20250130,48,20,888,55.48,100.43,732.09
901,40,20250130,113,12,833,104.53,54.89,673.5799999999999
217,40,20250130,538,16,790,73.47,47.48,669.05
11,40,20250130,765,4,705,87.1,83.83,534.0699999999999
803,40,20250130,482,5,139,19.7,11.56,107.74000000000001
376,40,20250130,746,6,357,52.05,52.96,251.99
395,40,20250130,876,3,821,59.53,59.17,702.3
101,40,20250130,309,8,657,60.81,70.82,525.37
89,40,20250130,805,9,568,16.65,64.57,486.78
357,40,20250130,127,1,414,59.26,24.62,330.12
741,40,20250130,879,13,897,115.32,95.57,686.11
466,40,20250130,577,17,372,45.71,35.18,291.11
437,40,20250130,45,15,826,95.97,45.22,684.81
273,40,20250130,128,5,648,14.74,87.37,545.89
775,40,20250130,155,18,706,80.41,98.78,526.81
772,40,20250130,449,16,320,18.19,43.28,258.53
292,40,20250130,801,19,279,40.05,30.19,208.76
73,40,20250130,935,2,739,98.15,86.36,554.49
510,40,20250130,319,1,385,35.33,20.91,328.76
158,40,20250130,799,18,785,62.07,116.19,606.74
224,40,20250130,957,9,689,64.51,71.51,552.98
528,40,20250130,736,7,657,22.13,83.33,551.54
787,40,20250130,681,19,119,3.42,15.85,99.73
103,40,20250130,796,3,576,14.48,49.05,512.47
537,40,20250130,605,7,487,38.62,66.82,381.56
590,40,20250130,902,20,644,34.81,60.96,548.23
460,40,20250130,514,15,233,27.3,31.64,174.06
274,40,20250130,924,11,711,57.83,83.79,569.38
793,40,20250130,828,9,844,47.37,44.24,752.39
62,40,20250130,892,3,719,47.12,83.45,588.4300000000001
953,40,20250130,420,4,200,16.8,18.37,164.82999999999998
145,40,20250130,532,19,428,17.83,64.05,346.12
616,40,20250130,181,2,400,42.87,20.91,336.22
