Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
928,97,20250130,445,9,246,9.16,24.12,212.72
702,97,20250130,479,12,116,12.33,14.82,88.85
14,97,20250130,323,20,695,22.71,46.67,625.62
378,97,20250130,685,7,182,18.79,18.81,144.4
270,97,20250130,962,8,619,19.21,35.18,564.61
913,97,20250130,497,20,169,9.07,18.22,141.71
110,97,20250130,37,2,577,63.49,45.09,468.41999999999996
55,97,20250130,155,14,793,93.13,115.93,583.94
900,97,20250130,115,9,384,37.13,21.67,325.2
128,97,20250130,551,19,169,10.99,8.75,149.26
185,97,20250130,707,5,961,83.25,77.11,800.64
139,97,20250130,497,13,722,25.27,40.39,656.34
354,97,20250130,92,16,378,24.42,29.98,323.6
226,97,20250130,130,4,187,5.99,11.04,169.97
818,97,20250130,890,6,655,97.98,86.06,470.96
479,97,20250130,453,3,334,25.5,20.64,287.86
205,97,20250130,496,6,971,80.38,123.83,766.79
804,97,20250130,657,15,480,71.19,45.87,362.94
451,97,20250130,165,14,526,75.14,35.2,415.65999999999997
80,97,20250130,110,4,348,10.74,44.18,293.08
895,97,20250130,176,14,388,27.23,49.92,310.85
35,97,20250130,301,5,390,28.36,57.51,304.13
433,97,20250130,760,1,646,19.03,54.71,572.26
469,97,20250130,96,17,733,107.2,65.03,560.77
541,97,20250130,962,5,622,45.33,38.11,538.56
775,97,20250130,938,7,903,55.39,85.94,761.6700000000001
597,97,20250130,223,20,754,108.76,44.26,600.98
178,97,20250130,559,10,456,12.32,28.03,415.65
159,97,20250130,288,17,878,86.91,107.84,683.25
226,97,20250130,690,1,143,10.22,17.55,115.22999999999999
75,97,20250130,455,2,426,50.73,31.46,343.81
728,97,20250130,960,13,486,23.9,49.01,413.09000000000003
87,97,20250130,177,16,567,32.15,81.27,453.58000000000004
34,97,20250130,862,1,546,27.76,49.88,468.36
620,97,20250130,515,16,691,85.12,39.78,566.1
408,97,20250130,461,14,835,106.22,75.39,653.39
92,97,20250130,226,8,431,11.02,36.98,383.0
843,97,20250130,847,5,543,64.37,74.35,404.28
352,97,20250130,762,18,462,54.57,41.39,366.03999999999996
210,97,20250130,22,6,407,30.35,24.52,352.13
859,97,20250130,828,17,992,88.99,133.57,769.44
726,97,20250130,570,6,185,26.66,24.33,134.01
917,97,20250130,807,19,217,25.6,13.18,178.22
958,97,20250130,457,4,526,61.09,67.75,397.15999999999997
108,97,20250130,207,8,185,25.39,10.16,149.45
82,97,20250130,770,16,572,60.32,39.66,472.02
284,97,20250130,507,3,392,13.64,30.87,347.49
108,97,20250130,228,7,497,25.19,67.85,403.96000000000004
574,97,20250130,952,13,197,18.83,15.01,163.16
146,97,20250130,178,20,154,5.36,20.02,128.62
492,97,20250130,434,16,445,22.07,57.38,365.55
539,97,20250130,330,13,675,36.3,87.33,551.37
412,97,20250130,284,16,472,31.71,32.4,407.89
220,97,20250130,782,13,737,23.7,46.53,666.77
182,97,20250130,980,20,179,24.07,17.25,137.68
913,97,20250130,181,11,429,58.89,41.21,328.9
901,97,20250130,650,4,195,13.01,17.79,164.2
845,97,20250130,324,9,312,44.86,37.87,229.27
88,97,20250130,11,9,671,97.94,70.41,502.65
729,97,20250130,131,6,785,24.33,60.46,700.21
909,97,20250130,771,12,778,69.68,63.81,644.51
138,97,20250130,740,4,735,37.36,102.57,595.0699999999999
356,97,20250130,427,4,514,42.71,60.07,411.22
831,97,20250130,921,15,306,35.15,37.94,232.91
334,97,20250130,876,2,701,32.36,69.73,598.91
625,97,20250130,327,18,401,12.11,30.07,358.82
478,97,20250130,584,10,776,82.44,52.06,641.5
764,97,20250130,892,10,321,9.45,17.12,294.43
349,97,20250130,571,4,467,27.14,35.08,404.78
317,97,20250130,553,10,576,47.65,82.01,446.34000000000003
853,97,20250130,50,3,734,79.45,90.6,563.95
628,97,20250130,982,20,171,9.56,12.25,149.19
131,97,20250130,980,7,801,62.21,76.81,661.98
305,97,20250130,987,16,395,43.78,51.17,300.05
867,97,20250130,546,20,883,72.14,124.47,686.39
897,97,20250130,228,8,863,98.18,111.92,652.9
554,97,20250130,658,15,195,7.52,13.59,173.89
424,97,20250130,78,5,581,27.11,56.2,497.69
361,97,20250130,956,6,749,106.31,63.88,578.81
304,97,20250130,871,14,979,117.53,99.27,762.2
950,97,20250130,833,10,584,35.04,83.78,465.18
845,97,20250130,522,1,743,89.87,59.45,593.6800000000001
723,97,20250130,142,9,944,84.73,119.84,739.4300000000001
436,97,20250130,580,12,398,7.97,47.27,342.76
207,97,20250130,277,13,114,6.03,12.65,95.32
401,97,20250130,186,3,416,22.48,60.11,333.40999999999997
912,97,20250130,571,6,528,58.47,68.15,401.38
599,97,20250130,484,13,410,10.15,54.45,345.4
376,97,20250130,913,19,739,94.16,66.31,578.53
299,97,20250130,863,3,421,61.72,38.09,321.19
340,97,20250130,583,12,239,20.82,14.02,204.16
58,97,20250130,646,5,527,56.85,46.79,423.36
660,97,20250130,412,11,333,44.63,46.74,241.63
553,97,20250130,158,6,786,23.56,44.54,717.9
576,97,20250130,20,18,926,125.02,60.58,740.4
927,97,20250130,321,2,729,33.06,79.2,616.74
539,97,20250130,871,3,862,62.79,46.17,753.04
601,97,20250130,20,3,202,16.78,24.45,160.76999999999998
72,97,20250130,52,8,842,26.02,87.32,728.66
475,97,20250130,86,6,415,18.9,32.36,363.74
654,97,20250130,841,9,892,105.54,101.14,685.3199999999999
978,97,20250130,221,16,645,28.5,88.26,528.24
262,97,20250130,783,18,624,69.46,84.63,469.91
452,97,20250130,50,4,735,80.67,40.23,614.1
811,97,20250130,387,9,985,79.76,101.83,803.41
965,97,20250130,174,14,535,22.67,31.57,480.76
978,97,20250130,682,12,872,40.89,81.17,749.94
498,97,20250130,46,12,460,27.31,60.06,372.63
894,97,20250130,312,19,633,16.87,36.43,579.7
120,97,20250130,849,17,540,17.42,73.39,449.19
74,97,20250130,541,16,875,59.46,64.96,750.58
587,97,20250130,106,5,631,55.39,58.12,517.49
9,97,20250130,139,20,317,6.94,33.12,276.94
273,97,20250130,801,17,938,82.04,96.65,759.31
698,97,20250130,787,3,496,64.56,52.43,379.01
925,97,20250130,976,3,941,29.27,79.4,832.33
886,97,20250130,82,9,737,21.6,64.79,650.61
704,97,20250130,717,8,776,61.66,59.54,654.8
591,97,20250130,803,9,203,27.79,21.29,153.92000000000002
661,97,20250130,783,2,906,112.82,51.16,742.02
285,97,20250130,619,14,725,101.27,87.09,536.64
734,97,20250130,1000,3,869,31.79,104.14,733.0699999999999
861,97,20250130,649,19,570,38.6,68.16,463.24
360,97,20250130,182,19,142,7.02,11.31,123.67
124,97,20250130,809,16,615,42.73,87.92,484.35
7,97,20250130,448,16,205,8.38,29.88,166.74
586,97,20250130,175,16,574,58.05,76.54,439.40999999999997
156,97,20250130,414,20,143,4.07,9.26,129.67
934,97,20250130,912,3,500,60.65,71.85,367.5
833,97,20250130,446,3,911,39.24,65.73,806.03
337,97,20250130,611,11,221,12.98,20.99,187.03
979,97,20250130,597,14,814,41.66,41.82,730.52
545,97,20250130,285,14,885,25.06,47.95,811.99
163,97,20250130,893,1,828,36.79,76.8,714.41
917,97,20250130,492,5,723,106.09,103.85,513.06
742,97,20250130,783,20,537,61.57,68.06,407.37
348,97,20250130,773,10,291,37.02,15.58,238.4
143,97,20250130,339,10,953,117.8,88.23,746.97
871,97,20250130,768,10,606,27.12,80.13,498.75
660,97,20250130,194,15,315,24.98,18.15,271.87
915,97,20250130,890,13,981,82.6,103.13,795.27
275,97,20250130,820,6,501,11.0,61.21,428.78999999999996
569,97,20250130,725,7,914,62.6,108.97,742.4300000000001
248,97,20250130,438,20,358,51.71,21.1,285.19
726,97,20250130,290,15,668,28.44,73.22,566.34
566,97,20250130,958,4,764,64.2,54.13,645.67
438,97,20250130,319,1,104,5.75,11.4,86.85
513,97,20250130,707,12,460,22.14,65.67,372.19
216,97,20250130,84,17,133,11.7,19.14,102.16
891,97,20250130,973,6,781,41.56,95.3,644.14
844,97,20250130,842,1,552,49.24,52.42,450.34000000000003
837,97,20250130,869,13,958,124.79,95.97,737.24
490,97,20250130,869,13,269,24.25,27.75,217.0
886,97,20250130,243,13,649,21.93,81.39,545.6800000000001
142,97,20250130,290,16,472,63.62,35.48,372.9
962,97,20250130,240,2,870,74.53,115.03,680.44
370,97,20250130,760,8,503,75.28,65.94,361.78
703,97,20250130,11,6,567,16.27,45.37,505.36
739,97,20250130,730,13,680,18.02,71.36,590.62
627,97,20250130,418,9,496,24.4,45.33,426.27
662,97,20250130,919,19,217,6.78,28.51,181.71
311,97,20250130,619,10,125,17.65,10.16,97.19
333,97,20250130,197,1,771,23.68,113.24,634.08
106,97,20250130,91,6,758,25.24,101.31,631.45
114,97,20250130,742,13,729,55.54,67.95,605.51
926,97,20250130,236,2,214,20.32,17.09,176.59
198,97,20250130,454,1,447,18.37,65.12,363.51
415,97,20250130,553,4,179,26.51,21.18,131.31
307,97,20250130,615,11,508,14.47,39.05,454.48
804,97,20250130,452,8,610,27.88,56.52,525.6
721,97,20250130,71,9,712,99.6,58.39,554.01
528,97,20250130,826,2,114,11.46,7.39,95.15
131,97,20250130,795,20,172,22.85,21.7,127.45
839,97,20250130,247,12,589,70.63,82.8,435.57
82,97,20250130,62,5,108,14.45,5.64,87.91
458,97,20250130,475,20,779,20.14,50.96,707.9
320,97,20250130,409,1,347,38.49,52.03,256.48
579,97,20250130,857,12,329,25.41,30.78,272.81
335,97,20250130,541,15,905,81.87,94.85,728.28
187,97,20250130,268,14,376,46.56,22.39,307.05
236,97,20250130,987,17,123,8.14,9.88,104.97999999999999
797,97,20250130,937,9,514,46.89,44.58,422.53
233,97,20250130,146,18,980,130.11,67.32,782.5699999999999
629,97,20250130,850,10,928,32.13,110.25,785.62
624,97,20250130,883,4,715,52.63,76.78,585.59
413,97,20250130,331,20,343,15.09,40.71,287.2
538,97,20250130,188,6,632,36.63,51.49,543.88
336,97,20250130,564,18,221,25.15,11.93,183.92000000000002
538,97,20250130,662,12,237,15.16,32.36,189.48000000000002
48,97,20250130,478,14,317,11.8,39.35,265.85
