Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
241,39,20250130,871,1,637,15.49,54.31,567.2
299,39,20250130,387,3,639,74.66,42.37,521.97
740,39,20250130,26,20,821,110.22,68.2,642.5799999999999
942,39,20250130,333,5,633,60.35,78.72,493.93
519,39,20250130,625,10,234,15.65,30.41,187.94
99,39,20250130,534,12,240,10.13,15.87,214.0
58,39,20250130,124,18,388,36.33,30.35,321.32
373,39,20250130,689,5,943,107.69,54.87,780.44
715,39,20250130,425,20,297,9.69,41.45,245.86
169,39,20250130,272,11,848,100.07,58.12,689.81
479,39,20250130,20,6,375,35.91,19.71,319.38
96,39,20250130,122,15,616,63.12,76.56,476.32
341,39,20250130,715,4,261,38.64,35.62,186.74
30,39,20250130,902,18,933,32.91,101.58,798.51
783,39,20250130,350,16,762,47.18,57.87,656.95
867,39,20250130,849,3,703,24.22,50.99,627.79
539,39,20250130,85,8,755,111.03,95.97,548.0
459,39,20250130,813,15,303,26.6,24.23,252.17000000000002
349,39,20250130,820,15,655,91.78,83.53,479.69
65,39,20250130,422,20,804,98.47,58.64,646.89
199,39,20250130,554,15,774,34.54,78.97,660.49
140,39,20250130,582,12,826,91.79,75.46,658.75
49,39,20250130,67,18,654,52.36,82.16,519.48
141,39,20250130,146,17,566,73.61,44.07,448.32
366,39,20250130,943,18,184,3.7,13.65,166.65
744,39,20250130,640,19,748,47.29,77.65,623.06
988,39,20250130,579,12,165,20.06,16.77,128.17000000000002
733,39,20250130,152,2,506,28.15,34.59,443.26
323,39,20250130,420,8,398,16.26,44.5,337.24
757,39,20250130,509,8,168,17.05,13.57,137.38
675,39,20250130,877,6,714,83.25,66.63,564.12
275,39,20250130,817,19,921,56.15,135.14,729.71
276,39,20250130,919,18,945,47.89,94.87,802.24
324,39,20250130,656,4,972,127.9,125.8,718.3
245,39,20250130,369,14,957,32.73,87.52,836.75
797,39,20250130,983,11,366,37.98,39.07,288.95
