Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
154,80,20250130,451,14,826,25.37,50.63,750.0
714,80,20250130,961,11,990,25.85,112.86,851.29
318,80,20250130,325,10,377,17.73,43.44,315.83
6,80,20250130,320,17,266,29.54,15.07,221.39
231,80,20250130,513,10,607,49.81,58.16,499.03
226,80,20250130,788,1,789,95.77,61.51,631.72
696,80,20250130,387,1,276,17.08,17.48,241.44
574,80,20250130,50,1,799,44.76,63.15,691.09
898,80,20250130,130,4,395,38.11,45.48,311.40999999999997
851,80,20250130,832,19,205,14.37,20.92,169.71
482,80,20250130,434,15,697,43.91,93.05,560.04
139,80,20250130,405,16,143,19.65,7.29,116.06
899,80,20250130,902,20,394,28.06,31.56,334.38
541,80,20250130,529,13,258,17.96,35.74,204.3
853,80,20250130,686,2,468,66.9,58.9,342.2
853,80,20250130,691,17,999,129.78,53.35,815.87
329,80,20250130,162,9,288,8.0,32.0,248.0
822,80,20250130,827,15,929,48.5,127.24,753.26
385,80,20250130,52,14,555,65.79,58.39,430.82
431,80,20250130,792,2,484,69.64,56.41,357.95
37,80,20250130,726,9,843,87.85,77.96,677.19
690,80,20250130,990,16,815,82.75,105.16,627.09
998,80,20250130,932,7,676,53.52,80.0,542.48
832,80,20250130,858,12,638,79.89,90.12,467.99
393,80,20250130,456,19,974,67.78,123.62,782.6
146,80,20250130,178,10,245,35.2,17.65,192.15
900,80,20250130,262,20,310,20.13,30.91,258.96
500,80,20250130,272,11,178,8.98,19.48,149.54
54,80,20250130,702,19,708,21.34,91.98,594.68
795,80,20250130,988,14,327,22.07,32.05,272.88
915,80,20250130,861,20,336,36.34,46.13,253.53
873,80,20250130,943,6,919,37.58,112.05,769.37
624,80,20250130,412,19,948,81.92,110.12,755.96
659,80,20250130,3,12,768,62.07,89.78,616.15
387,80,20250130,296,18,257,10.54,36.5,209.96
243,80,20250130,887,3,691,45.35,97.89,547.76
339,80,20250130,527,3,387,27.72,54.04,305.24
768,80,20250130,678,5,121,6.36,16.69,97.95
743,80,20250130,909,14,203,9.63,19.3,174.07
667,80,20250130,924,17,824,74.56,114.71,634.73
731,80,20250130,373,8,416,44.41,55.13,316.46000000000004
95,80,20250130,985,12,609,53.33,30.85,524.8199999999999
254,80,20250130,830,7,650,86.35,88.57,475.08000000000004
961,80,20250130,274,8,351,51.61,22.62,276.77
797,80,20250130,28,19,252,9.33,28.49,214.18
472,80,20250130,609,15,275,11.14,14.45,249.41
983,80,20250130,476,3,211,10.14,30.74,170.12
381,80,20250130,954,12,205,15.38,13.58,176.04
722,80,20250130,75,8,759,17.22,73.57,668.21
205,80,20250130,683,17,387,46.14,20.5,320.36
929,80,20250130,974,7,290,18.73,38.38,232.89
154,80,20250130,430,2,694,32.36,84.77,576.87
325,80,20250130,611,18,664,52.5,86.99,524.51
280,80,20250130,447,14,776,111.1,63.11,601.79
916,80,20250130,738,10,230,16.0,28.25,185.75
516,80,20250130,894,5,389,30.23,53.51,305.26
166,80,20250130,759,14,901,28.86,119.88,752.26
615,80,20250130,137,14,630,58.67,54.02,517.31
646,80,20250130,133,2,791,96.06,69.22,625.72
206,80,20250130,855,19,934,59.88,107.86,766.26
642,80,20250130,969,3,619,27.04,88.63,503.33000000000004
335,80,20250130,158,3,286,20.69,42.44,222.87
851,80,20250130,923,1,420,22.19,41.73,356.08
128,80,20250130,214,2,665,28.59,74.2,562.21
922,80,20250130,879,20,475,47.29,47.92,379.78999999999996
380,80,20250130,370,10,453,44.31,41.83,366.86
633,80,20250130,548,9,363,9.53,39.21,314.26
129,80,20250130,209,4,118,7.84,17.55,92.61
689,80,20250130,621,7,729,106.64,108.13,514.23
308,80,20250130,472,8,747,82.94,108.82,555.24
724,80,20250130,669,18,770,67.87,43.04,659.09
206,80,20250130,735,18,793,70.95,69.99,652.06
61,80,20250130,35,15,602,26.7,68.0,507.3
191,80,20250130,408,7,318,41.55,36.35,240.1
9,80,20250130,137,17,834,108.64,43.32,682.04
91,80,20250130,197,10,950,119.96,128.47,701.5699999999999
289,80,20250130,876,20,910,129.31,57.08,723.61
738,80,20250130,768,12,729,18.77,82.03,628.2
69,80,20250130,84,20,459,64.73,49.73,344.53999999999996
47,80,20250130,468,2,707,52.17,48.95,605.88
500,80,20250130,997,14,612,76.02,84.58,451.4
632,80,20250130,488,11,192,27.74,24.15,140.11
896,80,20250130,446,20,367,15.21,26.65,325.14
493,80,20250130,521,9,366,42.83,21.18,301.99
168,80,20250130,302,13,761,30.96,92.0,638.04
648,80,20250130,561,3,229,22.04,13.94,193.02
911,80,20250130,908,5,355,19.81,20.19,315.0
666,80,20250130,553,16,519,67.23,58.88,392.89
830,80,20250130,435,1,531,29.29,78.21,423.5
567,80,20250130,336,5,264,20.15,20.78,223.07
423,80,20250130,88,2,769,38.11,39.6,691.29
961,80,20250130,998,12,891,29.69,96.88,764.4300000000001
292,80,20250130,224,9,165,6.48,8.48,150.04
938,80,20250130,80,6,447,39.48,46.14,361.38
529,80,20250130,354,17,325,46.2,45.99,232.81
950,80,20250130,978,3,793,35.63,112.85,644.52
218,80,20250130,158,13,929,133.28,50.85,744.87
688,80,20250130,264,13,226,18.06,32.04,175.9
305,80,20250130,794,9,648,30.08,72.45,545.47
124,80,20250130,947,19,782,83.92,112.73,585.35
113,80,20250130,353,2,627,80.12,71.8,475.08
450,80,20250130,90,7,169,16.2,18.49,134.31
222,80,20250130,153,15,661,94.17,72.22,494.61
859,80,20250130,826,19,217,30.84,31.99,154.17000000000002
448,80,20250130,527,16,552,52.83,54.45,444.72
187,80,20250130,491,3,848,89.22,124.8,633.98
51,80,20250130,761,7,271,32.73,37.42,200.85
694,80,20250130,274,1,494,16.31,71.6,406.09000000000003
470,80,20250130,577,2,349,49.01,46.63,253.36
643,80,20250130,29,17,820,101.89,93.82,624.29
348,80,20250130,836,2,324,24.23,36.67,263.1
30,80,20250130,268,18,410,59.11,48.95,301.94
720,80,20250130,182,9,243,14.1,30.81,198.09
405,80,20250130,702,3,466,25.14,47.09,393.77
214,80,20250130,909,2,722,70.73,85.25,566.02
6,80,20250130,68,1,636,46.06,61.09,528.85
978,80,20250130,601,13,490,47.82,52.31,389.87
992,80,20250130,383,15,621,21.19,59.05,540.76
332,80,20250130,799,11,713,105.89,40.99,566.12
970,80,20250130,408,2,820,55.41,121.33,643.26
307,80,20250130,116,1,895,113.18,82.63,699.19
674,80,20250130,605,18,265,26.2,22.23,216.57
814,80,20250130,76,12,895,44.12,50.46,800.42
406,80,20250130,313,6,289,26.54,36.09,226.37
901,80,20250130,160,10,180,14.96,24.86,140.18
831,80,20250130,500,17,410,18.37,59.31,332.32
367,80,20250130,827,16,253,26.6,14.78,211.62
949,80,20250130,622,14,822,56.87,96.07,669.06
865,80,20250130,789,7,627,91.3,49.06,486.64
264,80,20250130,983,12,412,10.86,44.32,356.82
714,80,20250130,208,7,296,20.22,39.53,236.25
518,80,20250130,405,4,476,34.7,48.16,393.14
160,80,20250130,418,19,774,50.01,87.32,636.6700000000001
925,80,20250130,132,4,386,11.95,26.25,347.8
158,80,20250130,926,9,230,14.7,19.51,195.79
854,80,20250130,740,12,369,32.24,43.91,292.85
777,80,20250130,177,13,719,76.73,85.13,557.14
104,80,20250130,338,10,205,19.81,21.99,163.2
321,80,20250130,110,9,734,72.43,53.2,608.37
249,80,20250130,284,11,485,42.88,44.08,398.03999999999996
497,80,20250130,904,12,550,69.07,70.68,410.25
985,80,20250130,139,1,804,104.09,112.85,587.06
548,80,20250130,214,18,293,28.08,41.41,223.51
280,80,20250130,938,11,631,15.88,84.23,530.89
42,80,20250130,125,3,704,63.06,37.72,603.22
941,80,20250130,952,5,833,91.12,96.35,645.53
581,80,20250130,842,19,721,80.4,99.98,540.62
272,80,20250130,220,14,933,67.37,92.16,773.47
347,80,20250130,691,13,647,33.23,79.83,533.94
227,80,20250130,645,19,119,10.16,6.94,101.9
398,80,20250130,344,20,444,39.96,59.91,344.13
106,80,20250130,197,1,435,61.2,25.99,347.81
865,80,20250130,827,16,906,131.0,117.27,657.73
948,80,20250130,511,1,622,31.42,72.1,518.48
13,80,20250130,580,15,107,11.75,13.31,81.94
935,80,20250130,384,8,746,34.33,110.49,601.1800000000001
270,80,20250130,274,5,759,57.11,60.69,641.2
334,80,20250130,116,20,801,114.38,102.58,584.04
664,80,20250130,235,6,318,8.09,38.87,271.04
886,80,20250130,412,15,881,40.62,59.45,780.9300000000001
120,80,20250130,195,5,523,65.87,28.31,428.82
505,80,20250130,814,14,498,57.82,59.95,380.23
47,80,20250130,148,6,940,117.34,118.69,703.97
733,80,20250130,796,12,765,15.78,60.52,688.7
753,80,20250130,609,9,714,101.87,44.22,567.91
589,80,20250130,182,16,790,50.69,108.93,630.38
636,80,20250130,596,4,770,104.38,60.35,605.27
715,80,20250130,321,17,975,67.71,98.56,808.73
389,80,20250130,813,17,459,43.72,34.8,380.48
857,80,20250130,493,20,374,17.18,55.44,301.38
114,80,20250130,582,13,902,76.66,92.54,732.8
703,80,20250130,213,12,445,48.35,24.24,372.40999999999997
565,80,20250130,423,14,193,24.02,18.83,150.15
363,80,20250130,412,13,432,62.68,28.79,340.53
86,80,20250130,153,5,906,79.03,81.91,745.06
148,80,20250130,584,17,920,83.84,117.77,718.39
245,80,20250130,162,2,557,78.42,47.64,430.94
531,80,20250130,75,5,488,27.39,59.35,401.26
503,80,20250130,752,2,284,21.41,15.42,247.17000000000002
420,80,20250130,266,19,676,90.96,65.16,519.88
892,80,20250130,611,6,438,56.5,48.12,333.38
457,80,20250130,550,12,366,35.38,33.65,296.97
346,80,20250130,824,4,817,51.83,79.2,685.97
708,80,20250130,195,2,857,33.48,55.2,768.3199999999999
330,80,20250130,74,11,965,82.99,76.38,805.63
117,80,20250130,956,2,654,31.64,63.41,558.95
920,80,20250130,446,9,861,128.05,63.74,669.21
101,80,20250130,101,4,252,37.45,25.66,188.89
718,80,20250130,108,10,299,31.67,21.84,245.49
336,80,20250130,463,18,527,70.39,35.15,421.46000000000004
387,80,20250130,802,10,176,13.65,10.05,152.3
540,80,20250130,730,1,802,71.46,84.61,645.9300000000001
601,80,20250130,414,17,382,22.49,45.45,314.06
773,80,20250130,673,12,468,62.5,64.93,340.57
584,80,20250130,277,12,492,31.41,42.43,418.15999999999997
924,80,20250130,751,12,885,118.61,60.04,706.35
818,80,20250130,577,11,980,42.02,87.96,850.02
262,80,20250130,641,2,239,17.17,28.95,192.88
881,80,20250130,255,18,938,110.7,66.92,760.38
590,80,20250130,552,12,733,84.77,87.39,560.84
719,80,20250130,558,2,273,39.23,31.11,202.66
572,80,20250130,966,18,250,30.8,22.09,197.11
39,80,20250130,177,8,384,48.91,35.69,299.4
