Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
364,53,20250130,180,20,260,27.71,30.39,201.9
918,53,20250130,433,9,944,49.06,48.91,846.03
277,53,20250130,709,11,640,69.22,72.71,498.07
548,53,20250130,329,2,215,11.5,28.29,175.21
699,53,20250130,894,15,441,21.03,27.41,392.56
819,53,20250130,175,17,553,25.72,51.94,475.34000000000003
923,53,20250130,149,19,912,19.82,97.67,794.51
32,53,20250130,183,4,966,118.62,128.39,718.99
140,53,20250130,22,1,166,6.2,17.53,142.27
59,53,20250130,158,6,417,48.22,45.17,323.61
573,53,20250130,476,20,493,19.85,36.79,436.36
602,53,20250130,9,19,843,92.76,105.59,644.65
101,53,20250130,925,2,273,14.22,20.02,238.76
153,53,20250130,68,17,891,36.99,78.83,775.1800000000001
899,53,20250130,656,4,968,78.72,72.21,817.0699999999999
612,53,20250130,529,13,430,54.11,50.94,324.95
563,53,20250130,109,9,757,59.31,65.27,632.42
860,53,20250130,276,11,721,41.38,71.5,608.12
1,53,20250130,32,10,588,35.94,72.31,479.75
82,53,20250130,485,20,564,34.94,35.79,493.27
819,53,20250130,276,13,440,52.75,41.35,345.9
577,53,20250130,246,18,446,51.6,47.11,347.28999999999996
595,53,20250130,827,1,730,33.84,95.96,600.2
328,53,20250130,432,19,567,59.19,63.5,444.31
601,53,20250130,186,14,172,15.9,8.95,147.15
609,53,20250130,540,14,225,8.1,28.65,188.25
830,53,20250130,744,20,898,76.66,66.91,754.4300000000001
193,53,20250130,880,11,866,104.91,109.1,651.99
43,53,20250130,808,5,622,86.7,36.08,499.22
401,53,20250130,318,5,889,114.13,50.99,723.88
149,53,20250130,277,13,147,15.95,19.75,111.3
579,53,20250130,67,2,645,90.06,39.67,515.27
876,53,20250130,468,4,787,73.29,59.52,654.19
827,53,20250130,594,2,143,7.06,15.35,120.59
987,53,20250130,604,15,614,24.8,70.75,518.45
239,53,20250130,843,6,821,64.0,120.17,636.8299999999999
485,53,20250130,481,3,216,12.64,24.18,179.18
133,53,20250130,106,8,751,82.62,82.92,585.46
333,53,20250130,795,4,271,16.01,33.11,221.88
236,53,20250130,433,11,351,46.08,30.89,274.03
543,53,20250130,256,3,217,26.33,27.52,163.15
984,53,20250130,132,12,819,115.5,72.18,631.3199999999999
135,53,20250130,871,17,221,19.65,32.3,169.05
673,53,20250130,120,19,632,43.8,74.69,513.51
320,53,20250130,674,2,171,17.2,25.17,128.63
720,53,20250130,478,13,591,53.85,49.34,487.81
44,53,20250130,617,6,391,12.15,56.82,322.03
330,53,20250130,291,20,886,97.06,53.12,735.8199999999999
190,53,20250130,802,13,800,42.65,110.35,647.0
262,53,20250130,925,14,110,12.11,11.25,86.64
389,53,20250130,130,5,175,14.69,11.19,149.12
287,53,20250130,992,12,774,109.44,70.59,593.97
579,53,20250130,136,19,133,14.82,19.0,99.18
764,53,20250130,179,19,733,70.46,73.72,588.8199999999999
632,53,20250130,942,15,962,41.24,50.01,870.75
575,53,20250130,700,15,239,26.6,24.85,187.55
17,53,20250130,464,17,836,123.05,68.37,644.5799999999999
168,53,20250130,509,17,364,23.28,37.19,303.53
860,53,20250130,424,15,951,122.26,61.54,767.2
660,53,20250130,913,16,257,33.63,35.08,188.29
22,53,20250130,869,1,561,20.31,79.08,461.61
384,53,20250130,588,16,917,80.52,105.6,730.88
117,53,20250130,226,14,560,21.25,67.45,471.3
472,53,20250130,187,15,826,74.84,93.63,657.53
16,53,20250130,440,5,528,71.2,28.67,428.13
185,53,20250130,285,13,235,16.97,13.86,204.17000000000002
444,53,20250130,990,14,903,56.48,134.55,711.97
643,53,20250130,8,5,130,13.04,9.3,107.66
595,53,20250130,666,3,264,23.75,16.3,223.95
530,53,20250130,688,6,110,13.95,7.95,88.1
801,53,20250130,681,17,685,72.95,64.51,547.54
125,53,20250130,114,2,882,29.9,113.9,738.2
721,53,20250130,765,19,764,100.5,97.69,565.81
714,53,20250130,36,11,424,50.4,38.82,334.78
595,53,20250130,305,17,619,92.23,50.52,476.25
254,53,20250130,937,20,873,107.21,101.66,664.13
897,53,20250130,5,9,678,38.7,57.37,581.9300000000001
608,53,20250130,345,19,471,42.57,58.24,370.19
613,53,20250130,628,1,754,105.24,77.58,571.1800000000001
187,53,20250130,452,13,475,66.93,68.38,339.69
856,53,20250130,820,18,168,15.33,17.34,135.32999999999998
512,53,20250130,883,3,357,8.85,20.79,327.36
53,53,20250130,437,5,487,28.26,48.24,410.5
280,53,20250130,474,9,451,35.53,64.13,351.34000000000003
584,53,20250130,672,13,850,86.8,50.42,712.78
253,53,20250130,708,6,319,41.85,23.3,253.85
690,53,20250130,179,10,310,35.9,38.16,235.94
765,53,20250130,571,18,470,68.38,61.46,340.15999999999997
99,53,20250130,395,18,205,7.69,15.18,182.13
783,53,20250130,91,6,787,33.68,52.32,701.0
158,53,20250130,707,3,555,72.58,51.71,430.71000000000004
994,53,20250130,692,4,552,21.94,44.85,485.21
148,53,20250130,867,15,141,6.93,16.61,117.46000000000001
263,53,20250130,620,13,749,76.31,96.54,576.15
528,53,20250130,709,13,284,24.24,20.33,239.43
959,53,20250130,456,14,795,109.65,97.34,588.01
232,53,20250130,29,1,531,29.13,46.18,455.69
207,53,20250130,975,1,539,56.85,74.94,407.21000000000004
176,53,20250130,915,17,242,29.04,14.13,198.82999999999998
752,53,20250130,476,17,673,60.12,37.43,575.45
482,53,20250130,796,3,603,83.66,75.71,443.63
775,53,20250130,704,12,413,16.5,56.24,340.26
300,53,20250130,541,1,662,24.96,97.13,539.91
70,53,20250130,583,13,774,93.39,88.75,591.86
229,53,20250130,719,10,251,10.35,23.75,216.9
929,53,20250130,505,18,444,47.09,42.91,354.0
72,53,20250130,766,16,952,142.21,81.85,727.94
502,53,20250130,333,15,930,36.29,71.12,822.59
776,53,20250130,325,14,430,29.27,40.3,360.43
553,53,20250130,902,9,161,5.65,12.81,142.54
657,53,20250130,57,2,303,33.25,25.55,244.2
664,53,20250130,706,2,407,42.01,46.98,318.01
779,53,20250130,208,5,184,21.93,23.7,138.37
153,53,20250130,743,19,190,11.21,22.72,156.07
97,53,20250130,886,7,849,90.7,88.04,670.26
601,53,20250130,735,13,273,35.48,34.56,202.96
167,53,20250130,443,8,104,6.88,11.47,85.65
905,53,20250130,127,7,297,13.64,43.93,239.43
390,53,20250130,214,18,822,88.49,91.71,641.8
457,53,20250130,577,17,175,13.48,21.26,140.26
232,53,20250130,868,18,322,34.84,45.2,241.95999999999998
315,53,20250130,506,6,816,47.38,112.42,656.2
655,53,20250130,698,16,338,37.2,37.63,263.16999999999996
733,53,20250130,632,4,206,8.06,12.91,185.03
834,53,20250130,324,7,956,114.54,67.55,773.91
533,53,20250130,167,18,776,28.77,40.32,706.91
142,53,20250130,532,1,929,99.8,108.49,720.71
109,53,20250130,601,6,703,76.46,103.74,522.8
594,53,20250130,514,11,190,14.75,25.62,149.63
222,53,20250130,133,2,827,41.17,67.32,718.51
961,53,20250130,973,10,186,12.76,24.69,148.55
588,53,20250130,614,13,372,51.06,42.87,278.07
23,53,20250130,37,3,113,8.49,6.3,98.21000000000001
560,53,20250130,82,19,771,82.56,102.15,586.29
325,53,20250130,868,7,396,20.81,40.89,334.3
263,53,20250130,552,10,972,22.48,116.48,833.04
288,53,20250130,418,19,797,56.52,54.4,686.08
860,53,20250130,654,8,946,21.06,93.5,831.44
51,53,20250130,455,19,434,44.24,29.81,359.95
352,53,20250130,993,5,982,67.9,62.83,851.27
3,53,20250130,18,5,687,48.07,56.56,582.37
877,53,20250130,765,7,695,31.8,68.51,594.69
615,53,20250130,696,1,936,114.23,91.92,729.85
963,53,20250130,17,8,570,16.02,85.27,468.71000000000004
559,53,20250130,723,1,736,108.92,102.09,524.99
950,53,20250130,753,2,977,40.04,126.84,810.12
823,53,20250130,598,14,123,2.97,11.96,108.07
19,53,20250130,646,8,866,56.65,75.19,734.16
948,53,20250130,280,18,354,33.35,50.93,269.72
711,53,20250130,611,17,925,75.82,133.0,716.1800000000001
514,53,20250130,553,11,320,33.65,29.76,256.59000000000003
711,53,20250130,865,3,531,28.02,35.88,467.1
621,53,20250130,825,9,549,24.03,60.77,464.2
398,53,20250130,987,4,677,58.12,68.78,550.1
486,53,20250130,70,2,480,21.13,34.88,423.99
627,53,20250130,601,6,122,9.11,16.15,96.74000000000001
272,53,20250130,633,17,406,38.02,51.21,316.77
732,53,20250130,705,1,801,81.61,119.44,599.95
453,53,20250130,401,5,320,31.16,43.31,245.53
593,53,20250130,699,15,664,57.51,90.91,515.58
953,53,20250130,401,5,600,47.79,84.4,467.81
906,53,20250130,689,14,151,20.54,10.08,120.38
407,53,20250130,31,11,482,13.06,41.73,427.21
609,53,20250130,102,18,589,84.17,51.15,453.68
632,53,20250130,301,15,277,32.8,29.93,214.27
385,53,20250130,778,19,222,5.86,20.01,196.13
781,53,20250130,774,14,578,59.53,31.63,486.84000000000003
948,53,20250130,633,17,757,47.18,105.8,604.02
728,53,20250130,523,2,731,68.87,63.99,598.14
308,53,20250130,859,7,202,20.08,18.88,163.04000000000002
132,53,20250130,457,7,163,10.82,22.89,129.29
150,53,20250130,103,14,733,32.19,98.82,601.99
778,53,20250130,13,15,725,62.56,90.65,571.79
273,53,20250130,987,7,852,116.22,60.16,675.62
647,53,20250130,715,8,176,10.28,19.92,145.8
612,53,20250130,796,9,961,32.82,95.9,832.28
157,53,20250130,702,20,773,67.05,94.02,611.9300000000001
278,53,20250130,761,17,676,64.58,70.07,541.35
214,53,20250130,999,8,527,47.95,74.61,404.44
409,53,20250130,990,17,881,125.06,44.95,710.99
130,53,20250130,36,15,258,27.58,17.21,213.21
173,53,20250130,830,18,373,7.64,34.05,331.31
556,53,20250130,730,8,258,33.92,17.26,206.82
104,53,20250130,265,17,491,20.42,64.97,405.61
366,53,20250130,318,17,741,86.86,56.2,597.94
401,53,20250130,118,5,561,50.56,52.06,458.38
395,53,20250130,122,14,119,9.87,16.43,92.7
273,53,20250130,404,8,537,26.07,77.53,433.4
25,53,20250130,783,5,925,106.36,52.51,766.13
935,53,20250130,113,9,360,12.12,29.3,318.58
771,53,20250130,492,20,910,36.12,103.1,770.78
255,53,20250130,452,7,344,46.98,35.58,261.44
112,53,20250130,336,4,267,13.61,39.54,213.85
689,53,20250130,16,14,537,74.45,79.61,382.94
569,53,20250130,637,7,540,77.51,50.55,411.94
122,53,20250130,744,1,730,34.49,57.82,637.69
447,53,20250130,209,1,842,49.22,44.27,748.51
574,53,20250130,360,20,793,108.69,65.0,619.31
532,53,20250130,675,7,838,22.79,100.11,715.1
629,53,20250130,215,13,410,17.11,38.24,354.65
27,53,20250130,978,13,418,18.65,37.07,362.28
179,53,20250130,715,15,353,19.64,18.16,315.2
111,53,20250130,967,1,110,10.26,16.29,83.45
90,53,20250130,532,6,728,98.05,85.82,544.13
664,53,20250130,595,20,990,24.9,97.24,867.86
90,53,20250130,824,6,109,14.87,14.9,79.23
395,53,20250130,146,18,347,46.63,27.1,273.27
650,53,20250130,319,7,250,34.86,16.65,198.49
500,53,20250130,373,19,977,19.79,98.73,858.48
988,53,20250130,58,13,807,31.85,115.79,659.36
818,53,20250130,45,18,607,75.43,33.77,497.79999999999995
887,53,20250130,482,1,767,106.79,89.39,570.8199999999999
679,53,20250130,368,17,671,95.32,73.35,502.33000000000004
575,53,20250130,609,15,621,28.25,54.17,538.58
780,53,20250130,271,11,270,16.66,25.6,227.74
189,53,20250130,490,16,529,39.4,72.71,416.89
85,53,20250130,297,6,883,43.21,108.87,730.92
985,53,20250130,435,12,926,82.5,93.39,750.11
30,53,20250130,547,7,757,45.14,55.32,656.54
