Customer_ID,Store_ID,Order_Date_ID,Product_ID,Quantity_Ordered,Order_Amount,Discount_Amount,Shipping_Cost,Total_Amount
888,9,20250130,241,16,371,25.72,48.91,296.37
855,9,20250130,560,10,518,35.25,56.57,426.18
85,9,20250130,595,12,485,11.11,44.64,429.25
16,9,20250130,352,20,249,12.82,36.87,199.31
30,9,20250130,236,2,456,42.02,31.56,382.42
410,9,20250130,566,17,178,19.47,25.31,133.22
698,9,20250130,120,10,358,42.37,20.22,295.41
565,9,20250130,72,10,968,109.6,70.03,788.37
942,9,20250130,128,14,812,105.84,60.8,645.36
882,9,20250130,786,1,979,79.71,96.31,802.98
780,9,20250130,685,9,723,25.41,62.36,635.23
379,9,20250130,154,5,194,21.55,16.84,155.61
414,9,20250130,707,10,206,27.13,30.01,148.86
730,9,20250130,197,8,459,17.99,62.19,378.82
161,9,20250130,854,6,710,90.45,88.57,530.98
839,9,20250130,498,16,304,39.37,33.27,231.36
596,9,20250130,951,15,608,59.37,87.73,460.9
67,9,20250130,930,6,499,20.5,65.26,413.24
40,9,20250130,380,20,756,65.43,103.4,587.17
898,9,20250130,153,6,284,39.77,30.55,213.68
154,9,20250130,159,8,652,48.12,72.96,530.9200000000001
99,9,20250130,49,7,510,14.47,34.13,461.4
734,9,20250130,627,9,869,78.6,53.73,736.6700000000001
571,9,20250130,642,3,659,19.18,36.86,602.96
997,9,20250130,512,19,649,96.64,93.25,459.11
614,9,20250130,41,5,930,129.64,133.21,667.15
458,9,20250130,896,4,749,53.48,64.72,630.8
380,9,20250130,527,3,261,18.01,30.38,212.61
138,9,20250130,165,5,490,70.21,35.88,383.90999999999997
263,9,20250130,370,4,134,9.67,10.2,114.13
333,9,20250130,40,2,159,11.33,18.9,128.77
9,9,20250130,967,15,245,26.76,12.43,205.81
913,9,20250130,455,14,457,22.74,63.11,371.15
627,9,20250130,415,13,715,94.01,54.53,566.46
112,9,20250130,126,12,622,45.33,44.23,532.44
495,9,20250130,176,3,995,107.53,75.53,811.94
4,9,20250130,418,19,847,34.44,58.72,753.84
329,9,20250130,576,14,362,21.14,31.99,308.87
55,9,20250130,78,6,500,13.26,25.82,460.92
349,9,20250130,147,5,921,55.47,61.95,803.58
98,9,20250130,167,7,303,16.46,42.53,244.01
984,9,20250130,457,19,897,83.81,134.22,678.97
355,9,20250130,434,9,602,55.89,43.12,502.99
640,9,20250130,400,6,112,6.83,10.52,94.65
903,9,20250130,624,14,890,60.76,70.77,758.47
468,9,20250130,47,15,576,74.22,37.76,464.02
202,9,20250130,982,9,179,4.14,15.2,159.66
179,9,20250130,630,7,881,76.87,87.49,716.64
724,9,20250130,784,4,209,18.91,27.34,162.75
562,9,20250130,554,14,300,6.11,26.78,267.11
865,9,20250130,780,4,353,24.97,28.73,299.3
687,9,20250130,570,15,553,26.87,45.74,480.39
998,9,20250130,977,20,532,13.54,51.97,466.49
145,9,20250130,283,19,926,119.32,102.83,703.85
879,9,20250130,80,14,778,28.24,45.93,703.83
51,9,20250130,309,10,856,87.85,115.67,652.48
